date,start_capital,day_pnl_dollars,day_pnl_pct,end_capital,cumulative,peak,drawdown
2025-11-28,100000.0,1434.3008930094913,0.014343008930094913,101434.3008930095,1.0143430089300949,1.0143430089300949,0.0
2025-12-01,101434.3008930095,1900.6389054331862,0.018737634988364886,103334.93979844268,1.0333493979844266,1.0333493979844266,0.0
2025-12-02,103334.93979844268,-777.7109571641347,-0.0075261180650134304,102557.22884127854,1.0255722884127851,1.0333493979844266,-0.0075261180650135415
2025-12-03,102557.22884127854,-2589.3474121478303,-0.02524782934760457,99967.8814291307,0.9996788142913068,1.0333493979844266,-0.032583929268062785
2025-12-04,99967.8814291307,-2704.342482241838,-0.027052113574688508,97263.53894688888,0.9726353894688884,1.0333493979844266,-0.05875457868748206
2025-12-05,97263.53894688888,-1054.2233891226406,-0.010838834372439432,96209.31555776624,0.962093155577662,1.0333493979844266,-0.06895658191290545
2025-12-08,96209.31555776624,-2169.2310942527106,-0.022546996428326686,94040.08446351353,0.9404008446351348,1.0333493979844266,-0.08994881453513225
2025-12-09,94040.08446351353,-2539.140353311387,-0.027000617532373063,91500.94411020214,0.915009441102021,1.0333493979844266,-0.11452075852875185
2025-12-10,91500.94411020214,982.6910515786867,0.010739682099838782,92483.63516178083,0.924836351617808,1.0333493979844266,-0.10501099296934414
2025-12-11,92483.63516178083,-624.5625077050199,-0.006753221871225954,91859.0726540758,0.9185907265407578,1.0333493979844266,-0.11105505230613034
2025-12-12,91859.0726540758,3625.498930362061,0.03946805498478105,95484.57158443787,0.9548457158443784,1.0333493979844266,-0.0759701242321054
2025-12-15,95484.57158443787,1340.1036472696246,0.014034766298182098,96824.6752317075,0.9682467523170747,1.0333493979844266,-0.06300158087316471
2025-12-16,96824.6752317075,-2623.375370901288,-0.02709407870073808,94201.29986080622,0.9420129986080618,1.0333493979844266,-0.0883886897834544
2025-12-17,94201.29986080622,7459.503639373795,0.07918684402865046,101660.80350018002,1.0166080350017996,1.0333493979844266,-0.01620106714658314
2025-12-18,101660.80350018002,-133.17204741186038,-0.0013099645372331192,101527.63145276815,1.015276314527681,1.0333493979844266,-0.01748980886038886
2025-12-19,101527.63145276815,1191.2753081607495,0.01173350831802813,102718.9067609289,1.0271890676092885,1.0333493979844266,-0.005961517360104873
2025-12-22,102718.9067609289,-929.4210516376706,-0.009048198437322092,101789.48570929123,1.0178948570929118,1.0333493979844266,-0.014955774805365184
2025-12-23,101789.48570929123,894.3378955339979,0.008786152020535887,102683.82360482523,1.0268382360482518,1.0333493979844266,-0.006301026495854189
2025-12-24,102683.82360482523,-433.13562928380577,-0.004218148624370589,102250.68797554143,1.0225068797554135,1.0333493979844266,-0.010492596453979314
2025-12-26,102250.68797554143,-1722.5133876597451,-0.016845983354867734,100528.17458788169,1.0052817458788161,1.0333493979844266,-0.02716182170363394
2025-12-29,100528.17458788169,-894.452463953216,-0.008897530146350027,99633.72212392847,0.996337221239284,1.0333493979844266,-0.03581767872254605
2025-12-30,99633.72212392847,-23.780142143625994,-0.0002386756374919657,99609.94198178484,0.9960994198178478,1.0333493979844266,-0.03604780555273543
2025-12-31,99609.94198178484,1390.4085742237503,0.013958532115981026,101000.35055600859,1.0100035055600851,1.0333493979844266,-0.02259244788827305
2026-01-02,101000.35055600859,-3868.706486051247,-0.038303891667246244,97131.64406995734,0.9713164406995727,1.0333493979844266,-0.06003096087910897
2026-01-05,97131.64406995734,-2438.2803816706382,-0.025102842693721008,94693.3636882867,0.9469336368828664,1.0333493979844266,-0.08362685580512874
2026-01-06,94693.3636882867,1293.7735600314925,0.013662769064687144,95987.13724831819,0.9598713724831812,1.0333493979844266,-0.07110666115891302
2026-01-07,95987.13724831819,-2299.1409635501536,-0.023952594373163653,93687.99628476804,0.9368799628476797,1.0333493979844266,-0.09335606652010722
2026-01-08,93687.99628476804,1578.1277435144511,0.01684450309640175,95266.1240282825,0.9526612402828242,1.0333493979844266,-0.07808409997527134
2026-01-09,95266.1240282825,1873.7432537777029,0.019668515675324714,97139.86728206021,0.9713986728206011,1.0333493979844266,-0.059951382644303955
2026-01-12,97139.86728206021,2003.2899339682517,0.020622736987599522,99143.15721602846,0.9914315721602837,1.0333493979844266,-0.0405650072530208
2026-01-13,99143.15721602846,-2433.265018939145,-0.024542944639509217,96709.89219708931,0.9670989219708922,1.0333493979844266,-0.06411236716521787
2026-01-14,96709.89219708931,-973.0771400234923,-0.010061815993346533,95736.81505706582,0.9573681505706573,1.0333493979844266,-0.07352909631725012
2026-01-15,95736.81505706582,-2452.818981300219,-0.025620436399917502,93283.9960757656,0.9328399607576551,1.0333493979844266,-0.09726568518142813
2026-01-16,93283.9960757656,-1451.909699005459,-0.015564402899573608,91832.08637676014,0.9183208637676005,1.0333493979844266,-0.11131620576853493
2026-01-20,91832.08637676014,-429.0326307927095,-0.004671925115939481,91403.05374596744,0.9140305374596733,1.0333493979844266,-0.11546806990693335
2026-01-21,91403.05374596744,1748.7611085827716,0.0191324144753744,93151.8148545502,0.931518148545501,1.0333493979844266,-0.09854483840368997
2026-01-22,93151.8148545502,1615.6950509083522,0.01734475118312126,94767.50990545856,0.9476750990545845,1.0333493979844266,-0.0829093229230616
2026-01-23,94767.50990545856,-1822.3635921574557,-0.019229835140497753,92945.1463133011,0.9294514631330099,1.0333493979844266,-0.10054482545213866
2026-01-26,92945.1463133011,-1143.663648182152,-0.012304716206772873,91801.48266511895,0.9180148266511884,1.0333493979844266,-0.11161236611566343
