date,start_capital,day_pnl_dollars,day_pnl_pct,end_capital,cumulative,peak,drawdown
2025-11-26,100000.0,1340.2989605399105,0.013402989605399105,101340.2989605399,1.013402989605399,1.013402989605399,0.0
2025-11-28,101340.2989605399,1353.4328912988312,0.013355327596041864,102693.73185183873,1.0269373185183874,1.0269373185183874,0.0
2025-12-01,102693.73185183873,1968.4245365165498,0.019167913182437386,104662.15638835529,1.046621563883553,1.046621563883553,0.0
2025-12-02,104662.15638835529,-2893.547061057251,-0.027646545426797522,101768.60932729804,1.0176860932729803,1.046621563883553,-0.027646545426797668
2025-12-03,101768.60932729804,-2763.521913336937,-0.027154954082640292,99005.0874139611,0.9900508741396109,1.046621563883553,-0.05405075883782969
2025-12-04,99005.0874139611,-2594.4534111805183,-0.02620525347684976,96410.63400278059,0.9641063400278057,1.046621563883553,-0.07883959847871806
2025-12-05,96410.63400278059,-1907.8566453968829,-0.01978886110573506,94502.7773573837,0.9450277735738368,1.046621563883553,-0.09706831372052589
2025-12-08,94502.7773573837,-2551.177814273068,-0.026995797220066984,91951.59954311064,0.9195159954311062,1.046621563883553,-0.12144367442689968
2025-12-09,91951.59954311064,-2482.7499707534603,-0.027000617532373063,89468.84957235718,0.8946884957235716,1.046621563883553,-0.14516523775434603
2025-12-10,89468.84957235718,326.9767061238166,0.0036546430147106892,89795.826278481,0.8979582627848097,1.046621563883553,-0.14204112186177306
2025-12-11,89795.826278481,-1304.3362958626553,-0.014525578191324369,88491.48998261835,0.8849148998261832,1.046621563883553,-0.15450347063111078
2025-12-12,88491.48998261835,3643.312130891146,0.04117132767915617,92134.8021135095,0.9213480211350946,1.046621563883553,-0.119693255968875
2025-12-15,92134.8021135095,1063.4212616337772,0.011542014930727791,93198.22337514328,0.9319822337514323,1.046621563883553,-0.10953274238564747
2025-12-16,93198.22337514328,-2429.0699656742636,-0.02606347929935021,90769.15340946901,0.9076915340946897,1.046621563883553,-0.13274141732122827
2025-12-17,90769.15340946901,6780.229363591561,0.0746975058035988,97549.38277306057,0.9754938277306053,1.046621563883553,-0.0679593643083598
2025-12-18,97549.38277306057,928.9827639102219,0.009523204939916562,98478.36553697078,0.9847836553697076,1.046621563883553,-0.05908335032233818
2025-12-19,98478.36553697078,1429.8908303592084,0.014519847304151267,99908.25636732999,0.9990825636732996,1.046621563883553,-0.04542138424308498
2025-12-22,99908.25636732999,-550.2039575444937,-0.005507091981683413,99358.0524097855,0.9935805240978547,1.046621563883553,-0.050678336483806326
2025-12-23,99358.0524097855,809.9506272084118,0.00815183679192812,100168.0030369939,1.001680030369939,1.046621563883553,-0.04293962121978051
2025-12-24,100168.0030369939,-422.5235242164446,-0.004218148624370587,99745.47951277746,0.9974547951277746,1.046621563883553,-0.04697664413997178
2025-12-26,99745.47951277746,-1680.3106875955493,-0.01684598335486773,98065.1688251819,0.980651688251819,1.046621563883553,-0.06303125972959005
2025-12-29,98065.1688251819,-872.5377959289606,-0.008897530146350025,97192.63102925294,0.9719263102925295,1.046621563883553,-0.07136796734233354
2025-12-30,97192.63102925294,24.482516909558058,0.00025189684290148845,97217.1135461625,0.9721711354616251,1.046621563883553,-0.07113404786508984
2025-12-31,97217.1135461625,1879.0023467674707,0.019327896892096543,99096.11589292997,0.9909611589292998,1.046621563883553,-0.053181022515647255
2026-01-02,99096.11589292997,235.11075351515274,0.0023725526615915203,99331.22664644512,0.9933122664644513,1.046621563883553,-0.05093464463057147
2026-01-05,99331.22664644512,-2313.819348065222,-0.023293977394449394,97017.4072983799,0.9701740729837991,1.046621563883553,-0.07304215156440197
2026-01-06,97017.4072983799,1283.3795736944842,0.01322834333994736,98300.78687207439,0.983007868720744,1.046621563883553,-0.06078003488363695
2026-01-07,98300.78687207439,-2364.0048136830105,-0.02404868657622704,95936.78205839137,0.9593678205839139,1.046621563883553,-0.08336704145085523
2026-01-08,95936.78205839137,1365.5924844664441,0.01423429528452689,97302.37454285781,0.9730237454285784,1.046621563883553,-0.07031941725133717
2026-01-09,97302.37454285781,2244.2916357206195,0.023065127097510848,99546.66617857842,0.9954666617857846,1.046621563883553,-0.04887621645015131
2026-01-12,99546.66617857842,835.6337700803726,0.008394392320294437,100382.2999486588,1.0038229994865884,1.046621563883553,-0.040892110265871015
2026-01-13,100382.2999486588,-2338.9007575345704,-0.02329993194747298,98043.39919112422,0.9804339919112427,1.046621563883553,-0.0632392588269606
2026-01-14,98043.39919112422,-986.494642023312,-0.010061815993346532,97056.9045491009,0.9705690454910095,1.046621563883553,-0.07266477303443468
2026-01-15,97056.9045491009,-2486.6402501731022,-0.02562043639991749,94570.2642989278,0.9457026429892784,1.046621563883553,-0.09642350623830907
2026-01-16,94570.2642989278,-2477.632012262956,-0.02619884834445838,92092.63228666484,0.9209263228666488,1.046621563883553,-0.12009616976598912
2026-01-20,92092.63228666484,-430.2498817730485,-0.00467192511593948,91662.38240489179,0.9166238240489183,1.046621563883553,-0.12420701457007075
2026-01-21,91662.38240489179,2257.1648213391177,0.024624767130410726,93919.5472262309,0.9391954722623095,1.046621563883553,-0.10264081624941154
2026-01-22,93919.5472262309,1629.0111778703815,0.01734475118312126,95548.55840410129,0.9554855840410134,1.046621563883553,-0.08707634448536875
2026-01-23,95548.55840410129,-1837.3830260230889,-0.019229835140497753,93711.1753780782,0.9371117537807824,1.046621563883553,-0.10463171587677575
