timestamp,day,action,mode,gap,leverage,position_open,entry_price,current_price,bar_pnl,unrealized_pnl,day_pnl,day_total,capital,vix
2025-12-01 09:35:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,349.0199890136719,-81.61383382011206,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 09:40:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,349.2749938964844,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 09:45:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,350.7799987792969,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 09:50:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.54998779296875,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 09:55:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.0150146484375,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:00:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,350.93499755859375,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:05:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.6700134277344,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:10:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.06500244140625,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:15:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.635009765625,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:20:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.19500732421875,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:25:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.3900146484375,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:30:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,350.7699890136719,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:35:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.10699462890625,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:40:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.5899963378906,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:45:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.8599853515625,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:50:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.989990234375,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 10:55:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.6099853515625,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:00:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.55999755859375,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:05:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.125,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:10:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.7900085449219,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:15:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,351.8800048828125,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:20:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.32000732421875,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
2025-12-01 11:25:00-05:00,2025-12-01,TRAILING_STOP,FLAT,0.00012882994875032766,0.0,False,0.0,352.4200134277344,0.0,0.0,-81.61383382011206,-81.61383382011206,99918.38616617989,17.239999771118164
