date,equity
2024-05-06,601802.789253647
2024-05-07,587922.2522358245
2024-05-08,592715.9688343352
2024-05-09,582555.9824604339
2024-05-10,606310.5042652434
2024-05-13,606024.1726764983
2024-05-14,633356.0243305509
2024-05-15,682152.6250843352
2024-05-16,669989.1975941008
2024-05-17,650355.4185537262
2024-05-20,700667.1829580234
2024-05-21,697171.7837881015
2024-05-22,717508.2815908355
2024-05-23,751720.3660634918
2024-05-24,798748.5884756015
2024-05-28,857745.6829580234
2024-05-29,807468.1327551423
2024-05-30,774139.8885077055
2024-05-31,761445.8311016236
2024-06-03,794692.5211345829
2024-06-04,784940.3313762818
2024-06-05,915821.5399334107
2024-06-06,893657.1934978642
2024-06-07,891440.5543987431
2024-06-10,931890.7251751103
2024-06-11,927679.6220256962
2024-06-12,1012015.3282329716
2024-06-13,1057674.3453228152
2024-06-14,1065210.2367412723
2024-06-17,1116077.7593853152
2024-06-18,1163509.7469951785
2024-06-20,1105234.4267303469
2024-06-21,1036986.8309708866
2024-06-24,972953.8948353886
2024-06-25,1047005.6663197633
2024-06-26,1036373.8955678102
2024-06-27,1011030.4514760133
2024-06-28,1033777.6284779664
2024-07-01,985518.8236349486
2024-07-02,1020141.9683187865
2024-07-03,1099300.9598654173
2024-07-05,1100621.9762533568
2024-07-08,1159958.001491394
2024-07-09,1167886.9442098998
2024-07-10,1253256.4600485228
2024-07-11,1182633.120199127
2024-07-12,1235018.440511627
2024-07-15,1225549.3355311581
2024-07-16,1223716.4691981503
2024-07-17,1155378.8256369927
2024-07-18,1173375.5197593071
2024-07-19,1107179.0998473046
2024-07-22,1235405.7806029199
2024-07-23,1197125.13909291
2024-07-24,1169864.488976455
2024-07-25,1103186.326318557
2024-07-26,1155649.919336135
2024-07-29,1131726.5536134783
2024-07-30,1091771.8969545432
2024-07-31,1341837.2900056913
2024-08-01,1274856.2030007169
2024-08-02,1202193.6707418056
2024-08-05,1133669.3209058072
2024-08-06,1199835.0289136202
2024-08-07,1133960.608366745
2024-08-08,1350162.4086597133
2024-08-09,1349197.140349166
2024-08-12,1383139.812468307
2024-08-13,1531617.2702319785
2024-08-14,1534834.3366382294
2024-08-15,1695377.029997604
2024-08-16,1700846.636442917
2024-08-19,1775326.3732593227
2024-08-20,1698506.2958159633
2024-08-21,1751296.317178268
2024-08-22,1653481.8231777796
2024-08-23,1775636.090145553
2024-08-26,1679070.5347510218
2024-08-27,1729737.1725684053
2024-08-28,1633071.8477836456
2024-08-29,1572466.5010581817
2024-08-30,1685338.655706009
2024-09-03,1591263.5964220273
2024-09-04,1579816.2466295469
2024-09-05,1571548.4989488828
2024-09-06,1500562.2499588162
2024-09-09,1602319.4832351827
2024-09-10,1645870.2206619412
2024-09-11,1885816.6190994412
2024-09-12,1896285.753742996
2024-09-13,1959308.508625809
2024-09-16,1865061.5730274203
2024-09-17,1863146.9177539842
2024-09-18,1799490.1487110148
2024-09-19,2039519.2661426554
2024-09-20,1929897.6648616497
2024-09-23,1955450.3064632122
2024-09-24,2063745.601263017
2024-09-25,2115824.785222978
2024-09-26,2288124.403753251
2024-09-27,2171316.5881483923
2024-09-30,2047552.5115562899
2024-10-01,1930843.1407523807
2024-10-02,2014255.456777161
2024-10-03,2068328.2801109005
2024-10-04,2147618.312230652
2024-10-07,2157317.496770446
2024-10-08,2261582.425817078
2024-10-09,2325354.0609031375
2024-10-10,2313229.893834656
2024-10-11,2362695.8095451053
2024-10-14,2473992.6287437137
2024-10-15,2353619.063034271
2024-10-16,2358190.1913301693
2024-10-17,2479885.941559051
2024-10-18,2477885.853332732
2024-10-21,2515880.0633394467
2024-10-22,2483027.933471892
2024-10-23,2378644.853381759
2024-10-24,2408734.258914596
2024-10-25,2491837.974689132
2024-10-28,2441689.552890426
2024-10-29,2605317.0239902795
2024-10-30,2465431.2565121907
2024-10-31,2324905.9786108537
