timestamp,day,action,signal,gap,mode,leverage,position_open,entry_price,current_price,bar_pnl,unrealized_pnl,day_pnl,day_total,capital,vix
2025-12-02 10:45:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,360.2349853515625,0.0,218.92381736216166,0.0,218.92381736216166,100000.0,16.59000015258789
2025-12-02 10:50:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.70001220703125,0.0,-4.161372334908264,0.0,-4.161372334908264,100000.0,16.59000015258789
2025-12-02 10:55:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.375,0.0,-139.6923061782508,0.0,-139.6923061782508,100000.0,16.59000015258789
2025-12-02 11:00:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.4800109863281,0.0,-512.9050476640448,0.0,-512.9050476640448,100000.0,16.59000015258789
2025-12-02 11:05:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.42999267578125,0.0,-950.7654082976492,0.0,-950.7654082976492,100000.0,16.59000015258789
2025-12-02 11:10:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.3999938964844,0.0,-1380.2775724428748,0.0,-1380.2775724428748,100000.0,16.59000015258789
2025-12-02 11:15:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.6199951171875,0.0,-1288.536492435677,0.0,-1288.536492435677,100000.0,16.59000015258789
2025-12-02 11:20:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,354.9599914550781,0.0,-1980.7623277792093,0.0,-1980.7623277792093,100000.0,16.59000015258789
2025-12-02 11:25:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,355.2300109863281,0.0,-1868.163482460346,0.0,-1868.163482460346,100000.0,16.59000015258789
2025-12-02 11:30:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,355.05999755859375,0.0,-1939.059523065159,0.0,-1939.059523065159,100000.0,16.59000015258789
2025-12-02 11:35:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.6700134277344,0.0,-1267.6787271240116,0.0,-1267.6787271240116,100000.0,16.59000015258789
2025-12-02 11:40:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.1700134277344,0.0,-1476.180024784981,0.0,-1476.180024784981,100000.0,16.59000015258789
2025-12-02 11:45:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.0400085449219,0.0,-1530.3923983223178,0.0,-1530.3923983223178,100000.0,16.59000015258789
2025-12-02 11:50:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.0799865722656,0.0,-1096.718861842184,0.0,-1096.718861842184,100000.0,16.59000015258789
2025-12-02 11:55:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.0400085449219,0.0,-1113.389803000379,0.0,-1113.389803000379,100000.0,16.59000015258789
2025-12-02 12:00:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.44000244140625,0.0,-946.5913100534599,0.0,-946.5913100534599,100000.0,16.59000015258789
2025-12-02 12:05:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,356.75,0.0,-1234.3241188983402,0.0,-1234.3241188983402,100000.0,16.59000015258789
2025-12-02 12:10:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.6400146484375,0.0,-863.1857006253597,0.0,-863.1857006253597,100000.0,16.59000015258789
2025-12-02 12:15:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.3500061035156,0.0,-567.1174212013818,0.0,-567.1174212013818,100000.0,16.59000015258789
2025-12-02 12:20:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.0799865722656,0.0,-679.7162665202452,0.0,-679.7162665202452,100000.0,16.59000015258789
2025-12-02 12:25:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.57000732421875,0.0,-475.3763411941841,0.0,-475.3763411941841,100000.0,16.59000015258789
2025-12-02 12:30:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.6499938964844,0.0,-442.0217329685126,0.0,-442.0217329685126,100000.0,16.59000015258789
2025-12-02 12:35:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.59991455078125,0.0,-462.90495009874036,0.0,-462.90495009874036,100000.0,16.59000015258789
2025-12-02 12:40:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.70001220703125,0.0,-421.16396765684703,0.0,-421.16396765684703,100000.0,16.59000015258789
2025-12-02 12:45:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.8428039550781,0.0,-361.6194381307438,0.0,-361.6194381307438,100000.0,16.59000015258789
2025-12-02 12:50:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.2900085449219,0.0,-592.1365588479557,0.0,-592.1365588479557,100000.0,16.59000015258789
2025-12-02 12:55:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.1700134277344,0.0,-1059.1774294630422,0.0,-1059.1774294630422,100000.0,16.59000015258789
2025-12-02 13:00:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,357.9200134277344,0.0,-746.425482971588,0.0,-746.425482971588,100000.0,16.59000015258789
2025-12-02 13:05:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.4549865722656,0.0,-523.3402932745181,0.0,-523.3402932745181,100000.0,16.59000015258789
2025-12-02 13:10:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.3999938964844,0.0,-546.2723817989973,0.0,-546.2723817989973,100000.0,16.59000015258789
2025-12-02 13:15:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.5450134277344,0.0,-485.7988608953763,0.0,-485.7988608953763,100000.0,16.59000015258789
2025-12-02 13:20:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.5841979980469,0.0,-469.4587933784888,0.0,-469.4587933784888,100000.0,16.59000015258789
2025-12-02 13:25:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.510009765625,0.0,-500.3954788407579,0.0,-500.3954788407579,100000.0,16.59000015258789
2025-12-02 13:30:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.4200134277344,0.0,-537.9241853106187,0.0,-537.9241853106187,100000.0,16.59000015258789
2025-12-02 13:35:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.05999755859375,0.0,-688.0517370993427,0.0,-688.0517370993427,100000.0,16.59000015258789
2025-12-02 13:40:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.6000061035156,0.0,-462.86677237089714,0.0,-462.86677237089714,100000.0,16.59000015258789
2025-12-02 13:45:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.79998779296875,0.0,-379.473888852078,0.0,-379.473888852078,100000.0,16.59000015258789
2025-12-02 13:50:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.0635986328125,0.0,-269.5474844822383,0.0,-269.5474844822383,100000.0,16.59000015258789
2025-12-02 13:55:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.95001220703125,0.0,-316.91331882636234,0.0,-316.91331882636234,100000.0,16.59000015258789
2025-12-02 14:00:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.0899963378906,0.0,-258.5395729541171,0.0,-258.5395729541171,100000.0,16.59000015258789
2025-12-02 14:05:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.25,0.0,-191.81763059349313,0.0,-191.81763059349313,100000.0,16.59000015258789
2025-12-02 14:10:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.7099914550781,0.0,0.0,0.0,0.0,100000.0,16.59000015258789
2025-12-02 14:15:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.5799865722656,0.0,-54.212373537337015,0.0,-54.212373537337015,100000.0,16.59000015258789
2025-12-02 14:20:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,358.92999267578125,0.0,-325.261515314741,0.0,-325.261515314741,100000.0,16.59000015258789
2025-12-02 14:25:00-05:00,2025-12-02,HOLD,LONG,0.022295043407511088,LONG,1.5,True,359.7099914550781,359.1300048828125,0.0,-241.8559058866408,0.0,-241.8559058866408,100000.0,16.59000015258789
