timestamp,day,signal,position_open,bar_pnl,day_pnl,capital,mode,position_fraction,leverage,entry_price,current_price,unrealized_pnl,day_total
2025-11-26 09:30:00-05:00,2025-11-26,WAIT,False,0.0,0.0,100000.0,,,,,,,
2025-11-26 09:35:00-05:00,2025-11-26,ENTRY,True,0.0,0.0,100000.0,LONG,1.0,2.0,345.739990234375,345.1300048828125,-352.8578520228422,-352.8578520228422
2025-11-26 09:40:00-05:00,2025-11-26,ENTRY,True,-286.3395217035472,-286.3395217035472,99713.66047829646,LONG,0.7,1.4,287.8500061035156,288.2300109863281,184.29163760978895,-102.04788409375823
2025-11-26 09:45:00-05:00,2025-11-26,ENTRY,True,184.29163760978895,-102.04788409375823,99897.95211590624,LONG,1.0,2.0,288.2300109863281,288.510009765625,194.09016119447884,92.04227710072061
2025-11-26 09:50:00-05:00,2025-11-26,HOLD,True,0.0,-102.04788409375823,99897.95211590624,LONG,1.0,2.0,288.2300109863281,288.43499755859375,142.09303681126045,40.04515271750222
2025-11-26 09:55:00-05:00,2025-11-26,HOLD,True,0.0,-102.04788409375823,99897.95211590624,LONG,1.0,2.0,288.2300109863281,287.3900146484375,-582.2704835834365,-684.3183676771948
2025-11-26 10:00:00-05:00,2025-11-26,EXIT,False,-686.2647323498734,-788.3126164436317,99211.68738355637,NEUTRAL,0.0,0.0,0.0,0.0,0.0,-788.3126164436317
2025-11-26 10:05:00-05:00,2025-11-26,ENTRY,True,0.0,-788.3126164436317,99211.68738355637,LONG,1.0,2.0,287.7900085449219,288.3599853515625,392.98348849717394,-395.32912794645773
2025-11-26 10:10:00-05:00,2025-11-26,HOLD,True,0.0,-788.3126164436317,99211.68738355637,LONG,1.0,2.0,287.7900085449219,287.6700134277344,-82.73336599940504,-871.0459824430367
2025-11-26 10:15:00-05:00,2025-11-26,ENTRY,True,96.51524665291731,-691.7973697907144,99308.20263020929,LONG,0.7,1.4,287.92999267578125,287.77020263671875,-77.15711031718293,-768.9544801078973
2025-11-26 10:20:00-05:00,2025-11-26,HOLD,True,0.0,-691.7973697907144,99308.20263020929,LONG,0.7,1.4,287.92999267578125,287.7049865722656,-108.64770327895144,-800.4450730696658
2025-11-26 10:25:00-05:00,2025-11-26,EXIT,False,-135.20177371278712,-826.9991435035015,99173.0008564965,NEUTRAL,0.0,0.0,0.0,0.0,0.0,-826.9991435035015
2025-11-26 10:30:00-05:00,2025-11-26,ENTRY,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,289.0899963378906,557.3046268373095,-269.69451666619204
2025-11-26 10:35:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,289.69000244140625,970.1283126276923,143.12916912419075
2025-11-26 10:40:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,289.3359069824219,726.4991367858831,-100.50000671761836
2025-11-26 10:45:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,289.260009765625,674.279386693788,-152.71975680971354
2025-11-26 10:50:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,289.9599914550781,1155.8895225451695,328.890379041668
2025-11-26 10:55:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,290.3900146484375,1451.759445563952,624.7603020604506
2025-11-26 11:00:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.1400146484375,1967.783803530711,1140.7846600272096
2025-11-26 11:05:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.1700134277344,1988.4239379659862,1161.4247944624847
2025-11-26 11:10:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,290.92999267578125,1823.2818653989061,996.2827218954046
2025-11-26 11:15:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.19000244140625,2002.1770285612101,1175.1778850577086
2025-11-26 11:20:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.6700134277344,2332.4401766104925,1505.441033106991
2025-11-26 11:25:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.79998779296875,2421.866761106766,1594.8676176032643
2025-11-26 11:30:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.8299865722656,2442.506895542041,1615.5077520385396
2025-11-26 11:35:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.760009765625,2394.360579916318,1567.3614364128164
2025-11-26 11:40:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.9153137207031,2501.214744861502,1674.2156013580004
2025-11-26 11:45:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.2200012207031,2022.8171629964854,1195.818019492984
2025-11-26 11:50:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.42999267578125,2167.298104043412,1340.2989605399105
2025-11-26 11:55:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.4200134277344,2160.4320572882393,1333.4329137847378
2025-11-26 12:00:00-05:00,2025-11-26,HOLD,True,0.0,-826.9991435035015,99173.0008564965,LONG,1.0,2.0,288.2799987792969,291.1199951171875,1954.009715850609,1127.0105723471074
