date,equity,smh,vix,long_shares,short_shares
2023-04-19,105494.30752445261,123.62982940673828,16.459999084472656,2282.3579437199423,0
2023-04-20,105809.55264326601,123.76795196533205,17.170000076293945,2282.3579437199423,0
2023-04-21,102916.13738020232,122.5002212524414,16.770000457763672,2282.3579437199423,0
2023-04-24,101418.79271787568,121.84416961669922,16.889999389648438,2282.3579437199423,0
2023-04-25,92603.50904222878,117.9818115234375,18.760000228881836,2282.3579437199423,0
2023-04-26,94543.24627744644,118.80558776855467,18.84000015258789,2354.689452038955,0
2023-04-27,97249.54386818256,119.95491027832033,17.030000686645508,2354.689452038955,0
2023-04-28,101976.92355679827,121.96255493164062,15.779999732971191,2354.689452038955,0
2023-05-01,104172.17492223714,122.89484405517578,16.079999923706055,2354.689452038955,0
2023-05-02,101663.29312120794,121.82936096191406,17.780000686645508,2354.689452038955,0
2023-05-03,98701.44547054105,120.5715103149414,18.34000015258789,2354.689452038955,0
2023-05-04,97749.02072697037,120.16703033447266,20.09000015258789,2354.689452038955,0
2023-05-05,103730.81436881851,122.70740509033205,17.190000534057617,2354.689452038955,0
2023-05-08,105333.71057600783,123.38813018798828,16.979999542236328,2354.689452038955,0
2023-05-09,100850.25768624908,121.48407745361328,17.709999084472656,2354.689452038955,0
2023-05-10,103173.29306408079,122.47063446044922,16.940000534057617,2354.689452038955,0
2023-05-11,100617.95414846588,121.38542175292967,16.93000030517578,2354.689452038955,0
2023-05-12,100292.73638151144,121.24730682373048,17.030000686645508,2354.689452038955,0
2023-05-15,107772.87077544889,124.42400360107422,17.1200008392334,2354.689452038955,0
2023-05-16,107703.18510357037,124.3944091796875,17.989999771118164,2354.689452038955,0
2023-05-17,115624.68005092652,127.758544921875,16.8700008392334,2354.689452038955,0
2023-05-18,126171.19958577605,132.23748779296875,16.049999237060547,2354.689452038955,0
2023-05-19,124452.17855697735,131.5074462890625,16.809999465942383,2354.689452038955,0
2023-05-22,124196.64646190134,131.39892578125,17.209999084472656,2354.689452038955,0
2023-05-23,119736.44009429026,129.50474548339844,18.530000686645508,2354.689452038955,0
2023-05-24,115253.0051693863,127.60070037841795,20.030000686645508,2354.689452038955,0
2023-05-25,141085.08311848465,138.57118225097656,19.13999938964844,2354.689452038955,0
2023-05-26,157113.93740124925,145.37838745117188,17.950000762939453,2354.689452038955,0
2023-05-30,158763.29072302429,146.07884216308594,17.459999084472656,2354.689452038955,0
2023-05-31,150075.16356073046,142.38912963867188,17.940000534057617,2354.689452038955,0
2023-06-01,156844.31266700535,144.5299530029297,15.649999618530272,3161.9372337248515,0
2023-06-02,155721.259490287,144.17477416992188,14.600000381469728,3161.9372337248515,0
2023-06-05,150012.7315114684,142.369384765625,14.729999542236328,3161.9372337248515,0
2023-06-06,153194.54664650388,143.37567138671875,13.960000038146973,3161.9372337248515,0
2023-06-07,150605.4017534587,142.55682373046875,13.9399995803833,3161.9372337248515,0
2023-06-08,155814.81106951355,144.20436096191406,13.649999618530272,3161.9372337248515,0
2023-06-09,157904.88554712833,144.86537170410156,13.829999923706056,3161.9372337248515,0
2023-06-12,171443.1355123448,149.14700317382812,15.010000228881836,3161.9372337248515,0
2023-06-13,177962.70116357118,151.20889282226562,14.609999656677246,3161.9372337248515,0
2023-06-14,185230.96893260977,153.507568359375,13.880000114440918,3161.9372337248515,0
2023-06-15,181737.18654059697,152.40261840820312,14.5,3161.9372337248515,0
2023-06-16,178305.88444517952,151.3174285888672,13.539999961853027,3161.9372337248515,0
2023-06-20,176621.37705110194,150.78468322753906,13.880000114440918,3161.9372337248515,0
2023-06-21,165703.4397562284,147.33175659179688,13.199999809265137,3161.9372337248515,0
2023-06-22,168371.9885381181,148.0618133544922,12.90999984741211,3655.262053922507,0
2023-06-23,159176.32950961075,145.54608154296875,13.4399995803833,3655.262053922507,0
2023-06-26,156724.2430084717,144.875244140625,14.25,3655.262053922507,0
2023-06-27,173528.65438887806,149.47256469726562,13.739999771118164,3655.262053922507,0
2023-06-28,168588.2834942508,148.12098693847656,13.43000030517578,3655.262053922507,0
2023-06-29,167794.94170569192,147.90394592285156,13.539999961853027,3655.262053922507,0
2023-06-30,176197.20317076775,150.20262145996094,13.59000015258789,3655.262053922507,0
2023-07-03,181065.51292993256,151.53448486328125,13.56999969482422,3655.262053922507,0
2023-07-05,170607.7243082518,148.6734619140625,14.18000030517578,3655.262053922507,0
2023-07-06,164152.84252171457,146.9075469970703,15.4399995803833,3655.262053922507,0
2023-07-07,164657.66089406033,147.045654296875,14.829999923706056,3655.262053922507,0
2023-07-10,172266.52479570467,149.1272735595703,15.06999969482422,3655.262053922507,0
2023-07-11,172843.5158532582,149.28512573242188,14.84000015258789,3655.262053922507,0
2023-07-12,184310.9412196305,152.42236328125,13.539999961853027,3655.262053922507,0
2023-07-13,197689.6599219375,156.08248901367188,13.609999656677246,3655.262053922507,0
2023-07-14,192965.5839834429,154.7900848388672,13.34000015258789,3655.262053922507,0
2023-07-17,203495.48951545876,157.67083740234375,13.479999542236328,3655.262053922507,0
2023-07-18,205082.11731770384,158.1049041748047,13.300000190734863,3655.262053922507,0
2023-07-19,199023.906425446,156.447509765625,13.760000228881836,3655.262053922507,0
2023-07-20,178793.57926744968,150.91293334960938,13.989999771118164,3655.262053922507,0
2023-07-21,181908.47875654878,151.72190856933594,13.600000381469728,3850.4263333949402,0
2023-07-24,182402.29640382944,151.85015869140625,13.90999984741211,3850.4263333949402,0
2023-07-25,191784.94920784817,154.2869415283203,13.859999656677246,3850.4263333949402,0
2023-07-26,185289.2348612273,152.5999298095703,13.1899995803833,3850.4263333949402,0
2023-07-27,195849.52965478718,155.34255981445312,14.40999984741211,3850.4263333949402,0
2023-07-28,207397.40099006513,158.3416748046875,13.329999923706056,3850.4263333949402,0
2023-07-31,207853.26430062437,158.46006774902344,13.630000114440918,3850.4263333949402,0
2023-08-01,207511.38150591575,158.37127685546875,13.93000030517578,3850.4263333949402,0
2023-08-02,185137.3000086553,152.5604705810547,16.09000015258789,3850.4263333949402,0
2023-08-03,183521.09419453496,152.1165313720703,15.920000076293944,3640.6016441256193,0
2023-08-04,183736.57719284983,152.17572021484375,17.100000381469727,3640.6016441256193,0
2023-08-07,189698.77344011414,153.81341552734375,15.770000457763672,3640.6016441256193,0
2023-08-08,180468.16840479785,151.2779541015625,15.989999771118164,3640.6016441256193,0
2023-08-09,169549.58544042878,148.27883911132812,15.960000038146973,3640.6016441256193,0
2023-08-10,168364.34562293818,147.95327758789062,15.850000381469728,3640.6016441256193,0
2023-08-11,154859.80002527306,144.2438507080078,14.84000015258789,3640.6016441256193,0
2023-08-14,170177.93216826773,148.63401794433594,14.81999969482422,3489.191030409705,0
2023-08-15,163947.3708046702,146.8483428955078,16.459999084472656,3489.191030409705,0
2023-08-16,155858.0655864941,144.5299530029297,16.780000686645508,3489.191030409705,0
2023-08-17,152450.17330339024,143.55325317382812,17.889999389648438,3489.191030409705,0
2023-08-18,154584.3852120359,144.1649169921875,17.299999237060547,3489.191030409705,0
2023-08-21,171485.89963720198,149.00888061523438,17.1299991607666,3489.191030409705,0
2023-08-22,166288.1038926213,147.51919555664062,16.969999313354492,3489.191030409705,0
2023-08-23,177441.09942839225,150.71563720703125,15.979999542236328,3489.191030409705,0
2023-08-24,163844.13683543247,146.81875610351562,17.200000762939453,3489.191030409705,0
2023-08-25,164735.819948105,147.08509826660156,15.68000030517578,3347.8856758583274,0
2023-08-28,170813.10906291954,148.90036010742188,15.079999923706056,3347.8856758583274,0
2023-08-29,183595.26260272806,152.7183380126953,14.449999809265137,3347.8856758583274,0
2023-08-30,186204.46378650705,153.49769592285156,13.880000114440918,3347.8856758583274,0
2023-08-31,188285.29611125586,154.11923217773438,13.56999969482422,3347.8856758583274,0
2023-09-01,188252.29540711455,154.109375,13.09000015258789,3347.8856758583274,0
2023-09-05,189474.29206928812,154.47438049316406,14.010000228881836,3347.8856758583274,0
2023-09-06,183463.10653211887,152.67886352539062,14.449999809265137,3347.8856758583274,0
2023-09-07,172134.26109156103,149.29498291015625,14.399999618530272,3347.8856758583274,0
2023-09-08,168622.35883979293,148.35777282714844,13.84000015258789,3747.187866883877,0
2023-09-11,169029.005569976,148.46629333496094,13.800000190734863,3747.187866883877,0
2023-09-12,164851.61382262284,147.3514862060547,14.229999542236328,3747.187866883877,0
2023-09-13,169324.78503218593,148.54522705078125,13.479999542236328,3747.187866883877,0
2023-09-14,172356.1099826058,149.35418701171875,12.81999969482422,3747.187866883877,0
2023-09-15,155424.75127969767,144.8357696533203,13.789999961853027,3747.187866883877,0
2023-09-18,157110.76214686036,145.31919860839844,14.0,3487.6083640671113,0
2023-09-19,152741.03408914738,144.06626892089844,14.109999656677246,3487.6083640671113,0
2023-09-20,144483.29536433928,141.6985321044922,15.140000343322754,3487.6083640671113,0
2023-09-21,134608.4613734346,138.86712646484375,17.540000915527344,3487.6083640671113,0
2023-09-22,138737.33073583865,140.05099487304688,17.200000762939453,3487.6083640671113,0
2023-09-25,142178.05520450868,141.0375518798828,16.899999618530273,3487.6083640671113,0
2023-09-26,134401.98065363817,138.80792236328125,18.940000534057617,3487.6083640671113,0
2023-09-27,138840.5178790565,140.08058166503906,18.219999313354492,3487.6083640671113,0
2023-09-28,146754.15754865741,142.3496551513672,17.34000015258789,3487.6083640671113,0
2023-09-29,149128.26009287374,143.03038024902344,17.520000457763672,3487.6083640671113,0
2023-10-02,153429.125766201,144.26356506347656,17.610000610351562,3487.6083640671113,0
2023-10-03,142246.86437221404,141.05728149414062,19.780000686645508,3487.6083640671113,0
2023-10-04,148902.6074553959,143.25730895996094,18.579999923706055,3025.299995834447,0
2023-10-05,148902.6074553959,143.25730895996094,18.489999771118164,3025.299995834447,0
2023-10-06,158274.27003251886,146.35507202148438,17.450000762939453,3025.299995834447,0
2023-10-09,157140.10567098236,145.9801788330078,17.700000762939453,3025.299995834447,0
2023-10-10,162601.99639069574,147.78558349609375,17.030000686645508,3025.299995834447,0
2023-10-11,167437.00152167268,149.38377380371094,16.09000015258789,3025.299995834447,0
2023-10-12,169735.19732691892,150.1434326171875,16.690000534057617,3025.299995834447,0
2023-10-13,158363.77895420959,146.38465881347656,19.31999969482422,3025.299995834447,0
2023-10-16,163838.97464247575,148.07167053222656,17.209999084472656,3245.499499151687,0
2023-10-17,158171.68159463303,146.32546997070312,17.8799991607666,3245.499499151687,0
2023-10-18,148662.19374329783,143.39541625976562,19.219999313354492,3245.499499151687,0
2023-10-19,145624.52194167918,142.41873168945312,21.399999618530273,3110.187151463571,0
2023-10-20,138690.00432431075,140.18911743164062,21.709999084472656,3110.187151463571,0
2023-10-23,140224.21651657933,140.68240356445312,20.3700008392334,3110.187151463571,0
2023-10-24,145348.36564537842,142.32994079589844,18.969999313354492,3110.187151463571,0
2023-10-25,128196.11252257161,136.81507873535156,20.190000534057617,3110.187151463571,0
2023-10-26,124812.87413882026,135.61151123046875,20.68000030517578,2811.008414588891,0
2023-10-27,127170.07900991626,136.4500732421875,21.270000457763672,2811.008414588891,0
2023-10-30,126199.50560895621,136.10479736328125,19.75,2811.008414588891,0
2023-10-31,128944.93126191934,137.0814666748047,18.13999938964844,2811.008414588891,0
2023-11-01,138540.2597591426,140.4949493408203,16.8700008392334,2811.008414588891,0
2023-11-02,148773.4438797385,144.13534545898438,15.65999984741211,2811.008414588891,0
2023-11-03,158230.01486626235,147.4994659423828,14.90999984741211,2811.008414588891,0
2023-11-06,159450.1802161435,147.93353271484375,14.890000343322754,2811.008414588891,0
2023-11-07,162057.01992874502,148.86090087890625,14.8100004196167,2811.008414588891,0
2023-11-08,163554.52872968712,149.3936309814453,14.449999809265137,2811.008414588891,0
2023-11-09,162805.7957755083,149.1272735595703,15.289999961853027,2811.008414588891,0
2023-11-10,179777.87673180483,155.1649932861328,14.170000076293944,2811.008414588891,0
2023-11-13,177115.576907508,154.2178955078125,14.760000228881836,2811.008414588891,0
2023-11-14,190343.7786299881,158.9237518310547,14.15999984741211,2811.008414588891,0
2023-11-15,190676.53930015996,159.04212951660156,14.18000030517578,2811.008414588891,0
2023-11-16,192340.4713287724,159.63406372070312,14.31999969482422,2811.008414588891,0
2023-11-17,194448.12714353175,160.38385009765625,13.800000190734863,2811.008414588891,0
2023-11-20,200909.68052817142,162.68251037597656,13.40999984741211,2811.008414588891,0
2023-11-21,194170.7836924708,160.28518676757812,13.350000381469728,2811.008414588891,0
2023-11-22,193200.12450634185,159.93988037109375,12.850000381469728,2811.008414588891,0
2023-11-24,192201.79960324193,159.58473205566406,12.460000038146973,2811.008414588891,0
2023-11-27,191924.4990447654,159.486083984375,12.6899995803833,2811.008414588891,0
2023-11-28,189345.41083430374,158.56858825683594,12.6899995803833,2811.008414588891,0
2023-11-29,193449.7593478474,160.0286865234375,12.979999542236328,2811.008414588891,0
2023-11-30,188652.09509923577,158.3219451904297,12.920000076293944,2811.008414588891,0
2023-12-01,190454.6988533787,158.9632110595703,12.630000114440918,2811.008414588891,0
2023-12-04,183937.64246445932,156.64480590820312,13.079999923706056,2811.008414588891,0
2023-12-05,183937.64246445932,156.64480590820312,12.850000381469728,2811.008414588891,0
2023-12-06,180387.93796045316,155.38201904296875,12.970000267028809,2811.008414588891,0
2023-12-07,190371.53013212798,158.93362426757812,13.0600004196167,2811.008414588891,0
2023-12-08,194198.49230202622,160.2950439453125,12.350000381469728,2811.008414588891,0
2023-12-11,205014.02904171505,164.14260864257812,12.630000114440918,2811.008414588891,0
2023-12-12,209894.8620115774,165.87893676757812,12.06999969482422,2811.008414588891,0
2023-12-13,215385.79910267255,167.83230590820312,12.1899995803833,2811.008414588891,0
2023-12-14,224093.680027602,170.93008422851562,12.479999542236328,2811.008414588891,0
2023-12-15,226367.7161774473,171.7390594482422,12.279999732971191,2811.008414588891,0
2023-12-18,227213.04323181004,172.03977966308594,12.5600004196167,2811.008414588891,0
2023-12-19,228831.2517653976,172.61544799804688,12.529999732971191,2811.008414588891,0
2023-12-20,215328.02279141688,167.81175231933594,13.670000076293944,2811.008414588891,0
2023-12-21,232628.84959974946,171.96038818359375,13.649999618530272,4170.244720050333,0
2023-12-22,232711.69961539743,171.98025512695312,13.029999732971191,4170.244720050333,0
2023-12-26,242603.7496788042,174.35231018066406,12.989999771118164,4170.244720050333,0
2023-12-27,243390.12486573018,174.54087829589844,12.43000030517578,4170.244720050333,0
2023-12-28,243224.61573308782,174.50119018554688,12.470000267028809,4170.244720050333,0
2023-12-29,239292.61253268877,173.55831909179688,12.449999809265137,4170.244720050333,0
2024-01-02,214872.72950266016,167.70257568359375,13.199999809265137,4170.244720050333,0
2024-01-03,202474.04184212338,164.72508239746094,14.039999961853027,4164.136227705913,0
2024-01-04,198423.7687143938,163.75242614746094,14.130000114440918,4164.136227705913,0
2024-01-05,202928.66822623648,164.83425903320312,13.350000381469728,4164.136227705913,0
2024-01-08,227230.11637358498,170.67015075683594,13.079999923706056,4164.136227705913,0
2024-01-09,229131.22348926126,171.12669372558594,12.760000228881836,4164.136227705913,0
2024-01-10,229792.48090078676,171.28549194335938,12.6899995803833,4164.136227705913,0
2024-01-11,233842.75402851636,172.25814819335938,12.4399995803833,4164.136227705913,0
2024-01-12,231321.62675125018,171.6527099609375,12.699999809265137,4164.136227705913,0
2024-01-16,242687.15927472492,174.38209533691406,13.84000015258789,4164.136227705913,0
2024-01-17,238306.22567139444,173.3300323486328,14.789999961853027,4164.136227705913,0
2024-01-18,261739.84891948133,178.95751953125,14.130000114440918,4164.136227705913,0
2024-01-19,290132.80744449515,185.7759704589844,13.300000190734863,4164.136227705913,0
2024-01-22,293728.45418811153,186.6394500732422,13.1899995803833,4164.136227705913,0
2024-01-23,297696.0621969409,187.59225463867188,12.550000190734863,4164.136227705913,0
2024-01-24,311582.59491832915,190.9270477294922,13.140000343322754,4164.136227705913,0
2024-01-25,311582.59491832915,190.9270477294922,13.449999809265137,4164.136227705913,0
2024-01-26,294637.7704960139,186.8578186035156,13.260000228881836,4164.136227705913,0
2024-01-29,305878.1083495499,189.0512237548828,13.600000381469728,5124.606298352823,0
2024-01-30,296265.24899466545,187.17539978027344,13.3100004196167,5124.606298352823,0
2024-01-31,282430.86070562,184.47579956054688,14.350000381469728,5124.606298352823,0
2024-02-01,291077.38270950585,186.16305541992188,13.880000114440918,5124.606298352823,0
2024-02-02,309641.96027162194,189.7856903076172,13.850000381469728,5124.606298352823,0
2024-02-05,328613.3097142925,193.4877014160156,13.670000076293944,5124.606298352823,0
2024-02-06,317372.8936654702,191.29428100585935,13.0600004196167,5124.606298352823,0
2024-02-07,337158.0996503966,195.1551055908203,12.829999923706056,5124.606298352823,0
2024-02-08,351399.25981999666,197.93408203125,12.789999961853027,5124.606298352823,0
2024-02-09,373880.1701129279,202.32093811035156,12.93000030517578,5124.606298352823,0
2024-02-12,369862.1053143308,201.536865234375,13.93000030517578,5124.606298352823,0
2024-02-13,350738.1186723439,197.80506896972656,15.850000381469728,5124.606298352823,0
2024-02-14,371082.8119324275,201.7750701904297,14.380000114440918,5124.606298352823,0
2024-02-15,367624.15621370124,201.10015869140625,14.010000228881836,5124.606298352823,0
2024-02-16,363199.1631439764,200.23667907714844,14.239999771118164,5124.606298352823,0
2024-02-20,343007.107083209,196.2964630126953,15.420000076293944,5124.606298352823,0
2024-02-21,336547.70724370494,195.03599548339844,15.34000015258789,5124.606298352823,0
2024-02-22,404804.06007889454,208.35533142089844,14.539999961853027,5124.606298352823,0
2024-02-23,398141.19610382686,207.05516052246097,13.75,5124.606298352823,0
2024-02-26,406940.2771117422,208.77218627929688,13.739999771118164,5124.606298352823,0
2024-02-27,403837.7227278961,208.1667633056641,13.43000030517578,5124.606298352823,0
2024-02-28,391986.99246766855,205.854248046875,13.84000015258789,5124.606298352823,0
2024-02-29,415078.1387767183,210.3601837158203,13.399999618530272,5124.606298352823,0
2024-03-01,458768.26941766334,218.8857421875,13.109999656677246,5124.606298352823,0
2024-03-04,476824.1866408697,222.40911865234375,13.489999771118164,5124.606298352823,0
2024-03-05,459378.6618243549,219.00485229492188,14.460000038146973,5124.606298352823,0
2024-03-06,488318.9719567902,224.6521759033203,14.5,5124.606298352823,0
2024-03-07,528092.76986692,232.41351318359375,14.4399995803833,5124.606298352823,0
2024-03-08,481401.8169099107,223.30238342285156,14.739999771118164,5124.606298352823,0
2024-03-11,453516.51581239054,219.3224334716797,15.220000267028809,7006.44516630404,0
2024-03-12,502124.37061283825,226.2600250244141,13.84000015258789,7006.44516630404,0
2024-03-13,470762.25366977707,221.78384399414065,13.75,7006.44516630404,0
2024-03-14,442946.7647166292,217.81385803222656,14.399999618530272,7006.44516630404,0
2024-03-15,431681.3511041268,216.20599365234375,14.40999984741211,7006.44516630404,0
2024-03-18,434741.11155120353,216.6427001953125,14.329999923706056,7006.44516630404,0
2024-03-19,431403.27853519435,216.1663055419922,13.81999969482422,7006.44516630404,0
2024-03-20,455672.3533181663,219.630126953125,13.039999961853027,7006.44516630404,0
2024-03-21,490580.8844314032,224.6124725341797,12.920000076293944,7006.44516630404,0
2024-03-22,499829.4433676616,225.93247985839844,13.0600004196167,7006.44516630404,0
2024-03-25,495935.35830391845,225.3766937255859,13.1899995803833,7006.44516630404,0
2024-03-26,481262.62026064115,223.2825164794922,13.239999771118164,7006.44516630404,0
2024-03-27,480706.3682129074,223.203125,12.779999732971191,7006.44516630404,0
2024-03-28,481401.8169099107,223.30238342285156,13.010000228881836,7006.44516630404,0
2024-04-01,501915.78945867147,226.23025512695312,13.649999618530272,7006.44516630404,0
2024-04-02,481540.7997394425,223.3222198486328,14.609999656677246,7006.44516630404,0
2024-04-03,487799.4103729968,224.21548461914065,14.329999923706056,7006.44516630404,0
2024-04-04,445936.926839071,218.2406311035156,16.350000381469727,7006.44516630404,0
2024-04-05,462667.8184927458,220.9699859619141,16.030000686645508,6129.980351287861,0
2024-04-08,465223.13058406697,221.3868408203125,15.1899995803833,6129.980351287861,0
2024-04-09,471550.5655941922,222.41905212402344,14.979999542236328,6129.980351287861,0
2024-04-10,459686.7301782941,220.48367309570312,15.800000190734863,6129.980351287861,0
2024-04-11,491080.1502119001,225.60496520996097,14.90999984741211,6129.980351287861,0
2024-04-12,450743.1846267081,219.02468872070312,17.309999465942383,6129.980351287861,0
2024-04-15,430399.73508059885,215.72959899902344,19.229999542236328,6173.868168827608,0
2024-04-16,441429.4387407933,217.51611328125,18.399999618530273,6173.868168827608,0
2024-04-17,400007.0753420252,210.8068084716797,18.209999084472656,6173.868168827608,0
2024-04-18,378707.30410916614,207.06509399414065,18.0,5692.516454881435,0
2024-04-19,325485.97553069773,197.7157440185547,18.709999084472656,5692.516454881435,0
2024-04-22,344161.2481979098,201.4971618652344,16.940000534057617,4938.6958607629,0
2024-04-23,367591.1912239927,206.24131774902344,15.6899995803833,4938.6958607629,0
2024-04-24,368767.4623374364,206.4794921875,15.970000267028809,4938.6958607629,0
2024-04-25,389158.3470341608,210.60829162597656,15.369999885559082,4938.6958607629,0
2024-04-26,415823.35589591716,216.0074920654297,15.029999732971191,4938.6958607629,0
2024-04-29,419450.66281977535,216.7419586181641,14.670000076293944,4938.6958607629,0
2024-04-30,398422.5464916023,212.484130859375,15.649999618530272,4938.6958607629,0
2024-05-01,367836.2571257749,206.2909393310547,15.390000343322754,4938.6958607629,0
2024-05-02,390028.56919974217,210.43959045410156,14.68000030517578,5349.283758926606,0
2024-05-03,420290.67937109165,216.09681701660156,13.489999771118164,5349.283758926606,0
2024-05-06,446517.97211734264,220.9997711181641,13.489999771118164,5349.283758926606,0
2024-05-07,436218.2174725074,219.07432556152344,13.229999542236328,5349.283758926606,0
2024-05-08,439775.29201062786,219.73928833007812,13.0,5349.283758926606,0
2024-05-09,432236.37375894975,218.3299560546875,12.6899995803833,5349.283758926606,0
2024-05-10,449862.7436913369,221.6250457763672,12.550000190734863,5349.283758926606,0
2024-05-13,449650.35910361825,221.58534240722656,13.600000381469728,5349.283758926606,0
2024-05-14,469931.3731353029,225.3766937255859,13.420000076293944,5349.283758926606,0
2024-05-15,506139.8436448111,232.14553833007812,12.449999809265137,5349.283758926606,0
2024-05-16,497114.3149026951,230.4582977294922,12.420000076293944,5349.283758926606,0
2024-05-17,486761.4232991341,228.52291870117188,11.989999771118164,5349.283758926606,0
2024-05-20,511979.930065518,233.23728942871097,12.149999618530272,5349.283758926606,0
2024-05-21,510227.8796522282,232.9097595214844,11.859999656677246,5349.283758926606,0
2024-05-22,520421.4420032039,234.8153533935547,12.289999961853027,5349.283758926606,0
2024-05-23,537570.0690486128,238.02113342285156,12.770000457763672,5349.283758926606,0
2024-05-24,561142.7176955664,242.4278259277344,11.93000030517578,5349.283758926606,0
2024-05-28,590714.700392219,247.95603942871097,12.920000076293944,5349.283758926606,0
2024-05-29,568522.3883182517,243.8073883056641,14.279999732971191,5349.283758926606,0
2024-05-30,550577.523127879,240.4527587890625,14.470000267028809,5349.283758926606,0
2024-05-31,541074.0882515998,238.6761779785156,12.920000076293944,5349.283758926606,0
2024-06-03,557001.6263530158,241.6536865234375,13.109999656677246,5349.283758926606,0
2024-06-04,552329.5735411687,240.78028869628903,13.15999984741211,5349.283758926606,0
2024-06-05,615030.6950961871,252.5016937255859,12.630000114440918,5349.283758926606,0
2024-06-06,604412.3635697744,250.5166931152344,12.579999923706056,5349.283758926606,0
2024-06-07,603350.6038783661,250.31820678710935,12.220000267028809,5349.283758926606,0
2024-06-10,622728.9426004506,253.94081115722656,12.739999771118164,5349.283758926606,0
2024-06-11,620711.4522643088,253.56365966796875,12.850000381469728,5349.283758926606,0
2024-06-12,661114.1510750931,261.1165771484375,12.039999961853027,5349.283758926606,0
