date,action,asset,entry_price,exit_price,shares,notional,leverage,vix,vix_chg_pct,smh_ret_pct,bull,pnl,equity_before,gap_up,ema_fast,ema_slow,dd_pct
2022-07-11,ENTER_SHORT,SOXL,12.546656608581545,,11955.376215318143,150000.0,1.5,26.170000076293945,6.209418524938259,-2.396484187857262,False,0.0,100000.0,,,,
2022-07-11,EXIT_SHORT,SOXL,12.546656608581545,12.546656608581545,11955.376215318143,,,,,,False,0.0,100000.0,,,,
2022-07-18,ENTER_SHORT,SOXL,14.50008773803711,,10344.764991077609,150000.0,1.5,25.299999237060547,4.416012030702099,-0.740248318630421,False,0.0,100000.0,,,,
2022-07-18,EXIT_SHORT,SOXL,14.50008773803711,14.50008773803711,10344.764991077609,,,,,,False,0.0,100000.0,,,,
2022-07-26,ENTER_SHORT,SOXL,15.96759033203125,,9394.028584206442,150000.0,1.5,24.690000534057617,5.693492675324219,-1.5086248930672785,False,0.0,100000.0,,,,
2022-07-26,EXIT_SHORT,SOXL,15.96759033203125,15.96759033203125,9394.028584206442,,,,,,False,0.0,100000.0,,,,
2022-08-09,ENTER_SHORT,SOXL,17.192129135131836,,5816.6152204878235,100000.0,1.0,21.770000457763672,2.254577367755073,-4.185280170046701,False,0.0,100000.0,,,,
2022-08-09,EXIT_SHORT,SOXL,17.192129135131836,17.192129135131836,5816.6152204878235,,,,,,False,0.0,100000.0,,,,
2022-08-19,ENTER_SHORT,SOXL,18.630475997924805,,5367.549385809504,100000.0,1.0,20.600000381469727,5.316978240915504,-2.8163716595178134,False,0.0,100000.0,,,,
2022-08-19,EXIT_SHORT,SOXL,18.630475997924805,18.630475997924805,5367.549385809504,,,,,,False,0.0,100000.0,,,,
2022-08-22,ENTER_SHORT,SOXL,16.5604248046875,,9057.73866124146,150000.0,1.5,23.799999237060547,15.53397473948257,-3.485258992679807,False,0.0,100000.0,,,,
2022-08-22,EXIT_SHORT,SOXL,16.5604248046875,16.5604248046875,9057.73866124146,,,,,,False,0.0,100000.0,,,,
2022-08-26,ENTER_SHORT,SOXL,15.530253410339355,,9658.567444890283,150000.0,1.5,25.559999465942383,17.355365748976293,-5.560278154557363,False,0.0,100000.0,,,,
2022-08-26,EXIT_SHORT,SOXL,15.530253410339355,15.530253410339355,9658.567444890283,,,,,,False,0.0,100000.0,,,,
2022-08-29,ENTER_SHORT,SOXL,14.626429557800291,,10255.407815505107,150000.0,1.5,26.209999084472656,2.543034554427015,-1.8547478545389406,False,0.0,100000.0,,,,
2022-08-29,EXIT_SHORT,SOXL,14.626429557800291,14.626429557800291,10255.407815505107,,,,,,False,0.0,100000.0,,,,
2022-09-06,ENTER_SHORT,SOXL,12.070446968078612,,12427.046023787567,150000.0,1.5,26.90999984741211,5.6537124965786445,-1.1163530865097027,False,0.0,100000.0,,,,
2022-09-06,EXIT_SHORT,SOXL,12.070446968078612,12.070446968078612,12427.046023787567,,,,,,False,0.0,100000.0,,,,
2022-09-13,ENTER_SHORT,SOXL,11.749735832214355,,12766.244462172814,150000.0,1.5,27.270000457763672,14.243818596528657,-5.952163636561158,False,0.0,100000.0,,,,
2022-09-13,EXIT_SHORT,SOXL,11.749735832214355,11.749735832214355,12766.244462172814,,,,,,False,0.0,100000.0,,,,
2022-09-20,ENTER_SHORT,SOXL,11.407934188842772,,13148.743454945903,150000.0,1.5,27.15999984741211,5.4347810795459806,-1.3836694929586058,False,0.0,100000.0,,,,
2022-09-20,EXIT_SHORT,SOXL,11.407934188842772,11.407934188842772,13148.743454945903,,,,,,False,0.0,100000.0,,,,
2022-09-21,ENTER_SHORT,SOXL,11.1154203414917,,13494.766314871531,150000.0,1.5,27.989999771118164,3.0559643901659994,-0.834938027270149,False,0.0,100000.0,,,,
2022-09-21,EXIT_SHORT,SOXL,11.1154203414917,11.1154203414917,13494.766314871531,,,,,,False,0.0,100000.0,,,,
2022-09-23,ENTER_SHORT,SOXL,9.779619216918944,,15338.020496799803,150000.0,1.5,29.920000076293945,9.396708076704297,-1.4295979573851425,False,0.0,100000.0,,,,
2022-09-23,EXIT_SHORT,SOXL,9.779619216918944,9.779619216918944,15338.020496799803,,,,,,False,0.0,100000.0,,,,
2022-09-26,ENTER_SHORT,SOXL,9.311602592468262,,16108.934902497695,150000.0,1.5,32.2599983215332,7.820849730188573,-1.1644190841846092,False,0.0,100000.0,,,,
2022-09-26,EXIT_SHORT,SOXL,9.311602592468262,9.311602592468262,16108.934902497695,,,,,,False,0.0,100000.0,,,,
2022-09-29,ENTER_SHORT,SOXL,9.05809211730957,,16559.77859988389,150000.0,1.5,31.84000015258789,5.500330784050478,-3.149319657327987,False,0.0,100000.0,,,,
2022-09-29,EXIT_SHORT,SOXL,9.05809211730957,9.05809211730957,16559.77859988389,,,,,,False,0.0,100000.0,,,,
2022-10-06,ENTER_SHORT,SOXL,10.910664558410645,,13748.01683224422,150000.0,1.5,30.520000457763672,6.900179591409161,-0.6833676282356205,False,0.0,100000.0,,,,
2022-10-06,EXIT_SHORT,SOXL,10.910664558410645,10.910664558410645,13748.01683224422,,,,,,False,0.0,100000.0,,,,
2022-10-07,ENTER_SHORT,SOXL,8.98008918762207,,16703.620294412693,150000.0,1.5,31.36000061035156,2.7522940366608184,-5.9632991029979765,False,0.0,100000.0,,,,
2022-10-07,EXIT_SHORT,SOXL,8.98008918762207,8.98008918762207,16703.620294412693,,,,,,False,0.0,100000.0,,,,
2022-10-10,ENTER_SHORT,SOXL,8.073305130004883,,18579.75111612179,150000.0,1.5,32.45000076293945,3.4757657250430674,-3.3404139855031323,False,0.0,100000.0,,,,
2022-10-10,EXIT_SHORT,SOXL,8.073305130004883,8.073305130004883,18579.75111612179,,,,,,False,0.0,100000.0,,,,
2022-10-11,ENTER_SHORT,SOXL,7.3810296058654785,,20322.368017708475,150000.0,1.5,33.630001068115234,3.6363644913174786,-3.1541304260526704,False,0.0,100000.0,,,,
2022-10-11,EXIT_SHORT,SOXL,7.3810296058654785,7.3810296058654785,20322.368017708475,,,,,,False,0.0,100000.0,,,,
2022-11-09,ENTER_SHORT,SOXL,9.0093412399292,,16649.386010067345,150000.0,1.5,26.09000015258789,2.1534816654065425,-2.718289925611417,False,0.0,100000.0,,,,
2022-11-09,EXIT_SHORT,SOXL,9.0093412399292,9.0093412399292,16649.386010067345,,,,,,False,0.0,100000.0,,,,
2022-11-14,ENTER_SHORT,SOXL,12.451220512390137,,12047.011764889705,150000.0,1.5,23.729999542236328,5.372997601585361,-0.9465561244821674,False,0.0,100000.0,,,,
2022-11-14,EXIT_SHORT,SOXL,12.451220512390137,12.451220512390137,12047.011764889705,,,,,,False,0.0,100000.0,,,,
2022-11-28,ENTER_SHORT,SOXL,11.54443645477295,,12993.271745021713,150000.0,1.5,22.209999084472656,8.341458948647107,-2.359332309769402,False,0.0,100000.0,,,,
2022-11-28,EXIT_SHORT,SOXL,11.54443645477295,11.54443645477295,12993.271745021713,,,,,,False,0.0,100000.0,,,,
2022-12-05,ENTER_SHORT,SOXL,12.275713920593262,,8146.165725827471,100000.0,1.0,20.75,8.866739671621794,-1.192593186233859,False,0.0,100000.0,,,,
2022-12-05,EXIT_SHORT,SOXL,12.275713920593262,12.275713920593262,8146.165725827471,,,,,,False,0.0,100000.0,,,,
2022-12-06,ENTER_SHORT,SOXL,11.427433967590332,,13126.306432871914,150000.0,1.5,22.170000076293945,6.843373861657565,-2.1924922039669337,False,0.0,100000.0,,,,
2022-12-06,EXIT_SHORT,SOXL,11.427433967590332,11.427433967590332,13126.306432871914,,,,,,False,0.0,100000.0,,,,
2022-12-09,ENTER_SHORT,SOXL,12.01245403289795,,12487.040498902386,150000.0,1.5,22.829999923706055,2.4226064872098885,-0.8024621447987546,False,0.0,100000.0,,,,
2022-12-09,EXIT_SHORT,SOXL,12.01245403289795,12.01245403289795,12487.040498902386,,,,,,False,0.0,100000.0,,,,
2022-12-13,ENTER_LONG,SMH,111.0514678955078,,2701.450108541388,300000.0,3.0,22.549999237060547,,,,0.0,100000.0,True,105.54760139430553,105.23453764474718,
2022-12-15,STOP_LOSS_LONG,SMH,111.0514678955078,104.98410034179688,2701.450108541388,,,,,,True,-16390.69073653287,83609.30926346713,,,,-3.807484050140839
2022-12-15,ENTER_LONG,SMH,104.98410034179688,,2389.199192770911,250827.9277904014,3.0,22.829999923706055,,,,0.0,83609.30926346713,False,105.75930633695866,105.29156324032296,
2022-12-15,ENTER_SHORT,SOXL,11.1154203414917,,11282.880902583125,125413.9638952007,1.5,22.829999923706055,7.994326314338274,-3.8074840501408413,True,0.0,83609.30926346713,,,,
