date,gap,signal,start_capital,day_pnl_dollars,day_pnl_pct,end_capital,vix,cumulative,peak,drawdown
2025-12-02,0.022295043407511088,LONG,100000.0,-62.547844116434604,-0.000625478441164346,99937.45215588357,16.59000015258789,0.9993745215588357,0.9993745215588357,0.0
2025-12-03,0.004538606903445181,LONG,99937.45215588357,1856.9237023754563,0.018580858950446383,101794.37585825902,16.079999923706055,1.0179437585825901,1.0179437585825901,0.0
2025-12-04,-0.0008114166268995786,NONE,101794.37585825902,0.0,0.0,101794.37585825902,15.779999732971191,1.0179437585825901,1.0179437585825901,0.0
2025-12-05,0.011045487554598424,LONG,101794.37585825902,12.568075042379956,0.00012346531855433792,101806.9439333014,15.40999984741211,1.0180694393330139,1.0180694393330139,0.0
2025-12-09,0.00311158936423022,LONG,101806.9439333014,232.0376147288015,0.002279192418159811,102038.9815480302,16.93000030517578,1.020389815480302,1.020389815480302,0.0
2025-12-10,0.0027854090195816535,LONG,102038.9815480302,2211.558207138818,0.021673660140343793,104250.53975516903,15.770000457763672,1.04250539755169,1.04250539755169,0.0
2025-12-11,-0.008485506793347955,SHORT,104250.53975516903,4192.29272587722,0.040213630890763366,108442.83248104625,14.850000381469727,1.0844283248104623,1.0844283248104623,0.0
2025-12-12,-0.008518256383801909,SHORT,108442.83248104625,3949.1280047473265,0.03641668070075133,112391.96048579358,15.739999771118164,1.1239196048579354,1.1239196048579354,0.0
2025-12-16,-0.000668895624784166,NONE,112391.96048579358,0.0,0.0,112391.96048579358,16.479999542236328,1.1239196048579354,1.1239196048579354,0.0
2025-12-17,0.004764714288932629,LONG,112391.96048579358,-3452.2408523527174,-0.030716083583123218,108939.71963344087,17.6200008392334,1.0893971963344082,1.1239196048579354,-0.030716083583123225
2025-12-18,0.03756000640333002,LONG,108939.71963344087,-1541.4810148912318,-0.01414985296527281,107398.23861854963,16.8700008392334,1.073982386185496,1.1239196048579354,-0.04443130848202573
2025-12-19,0.012499964737179143,LONG,107398.23861854963,4488.978082137124,0.041797501894614834,111887.21670068675,14.90999984741211,1.1188721670068673,1.1239196048579354,-0.004490924287868521
2025-12-23,-0.003336147251339439,SHORT,111887.21670068675,-2921.234893571903,-0.026108745750523014,108965.98180711485,14.0,1.0896598180711483,1.1239196048579354,-0.03048241763797471
2025-12-24,-0.0010050397364644635,NONE,108965.98180711485,0.0,0.0,108965.98180711485,13.470000267028809,1.0896598180711483,1.1239196048579354,-0.03048241763797471
2025-12-30,0.0035968193880681217,LONG,108965.98180711485,-1353.4230083207199,-0.012420601236048783,107612.55879879413,14.329999923706055,1.076125587987941,1.1239196048579354,-0.042524408919831606
2025-12-31,0.003991115622402864,LONG,107612.55879879413,-2761.428103912547,-0.02566083489451875,104851.13069488158,14.949999809265137,1.0485113069488154,1.1239196048579354,-0.06709403197807164
2026-01-06,0.012685740065622614,LONG,104851.13069488158,2988.842173275711,0.028505578847530872,107839.97286815729,14.75,1.0783997286815725,1.1239196048579354,-0.04050100734929047
2026-01-07,-0.006759184640089086,SHORT,107839.97286815729,-4.205660467856935,-3.899908685064935e-05,107835.76720768944,15.380000114440918,1.078357672076894,1.1239196048579354,-0.04053842693383799
2026-01-08,-0.00264918456905274,SHORT,107835.76720768944,2160.92973561437,0.020039081573486325,109996.6969433038,15.449999809265137,1.0999669694330376,1.1239196048579354,-0.021311698204539656
2026-01-09,0.008496493554693807,LONG,109996.6969433038,4403.317809387737,0.04003136395684102,114400.01475269154,14.489999771118164,1.144000147526915,1.144000147526915,0.0
2026-01-13,0.004313207246194423,LONG,114400.01475269154,-334.594630216957,-0.0029247778589913584,114065.42012247458,15.979999542236328,1.1406542012247454,1.144000147526915,-0.002924777858991444
2026-01-14,-0.006564011269204043,SHORT,114065.42012247458,329.9146453539664,0.002892328323515836,114395.33476782855,16.75,1.143953347678285,1.144000147526915,-4.090895331714527e-05
2026-01-15,0.03344918251633164,LONG,114395.33476782855,-2022.3172192174115,-0.017678318991957254,112373.01754861114,15.84000015258789,1.1237301754861109,1.144000147526915,-0.017718504743748094
2026-01-16,0.016018783695802546,LONG,112373.01754861114,-979.3143925627827,-0.008714853564728238,111393.70315604836,15.859999656677246,1.113937031560483,1.144000147526915,-0.026278944134248607
2026-01-21,0.011654979948875495,LONG,111393.70315604836,3342.3161857482396,0.030004534287419112,114736.0193417966,16.899999618530273,1.1473601934179654,1.1473601934179654,0.0
2026-01-22,0.015537519545661413,LONG,114736.0193417966,-2635.2672591367254,-0.022968090354314196,112100.75208265986,15.640000343322754,1.1210075208265982,1.1473601934179654,-0.02296809035431416
2026-01-23,-0.00580903702731733,SHORT,112100.75208265986,117.56419626575793,0.0010487369092677405,112218.31627892562,16.09000015258789,1.1221831627892558,1.1473601934179654,-0.021943440929136346
2026-01-27,0.012323800052859792,LONG,112218.31627892562,1517.6155023669442,0.01352377715768624,113735.93178129256,16.350000381469727,1.137359317812925,1.1473601934179654,-0.008716421976648703
2026-01-28,0.019054658724677716,LONG,113735.93178129256,735.8309944968133,0.006469644051554197,114471.76277578938,16.350000381469727,1.1447176277578932,1.1473601934179654,-0.002303170072686585
2026-01-29,0.0018719420527138178,NONE,114471.76277578938,0.0,0.0,114471.76277578938,16.8799991607666,1.1447176277578932,1.1473601934179654,-0.002303170072686585
2026-01-30,-0.014945368841180605,SHORT,114471.76277578938,3858.3699806235322,0.03370586673135056,118330.13275641292,17.440000534057617,1.1833013275641284,1.1833013275641284,0.0
