timestamp,day,action,mode,position_open,pf,leverage,bar_pnl,day_pnl,capital,entry_price,current_price,unrealized_pnl,day_total
2025-11-26 09:30:00-05:00,2025-11-26,WAIT,NEUTRAL,False,0.0,0.0,0.0,0.0,100000.0,,,,
2025-11-26 09:35:00-05:00,2025-11-26,ENTRY,LONG,True,1.0,2.0,0.0,0.0,100000.0,345.739990234375,345.1300048828125,-352.8578520228422,-352.8578520228422
2025-11-26 09:40:00-05:00,2025-11-26,EXIT,LONG,False,0.7,1.4,-286.3395217035472,-286.3395217035472,99713.66047829646,0.0,288.2300109863281,0.0,-286.3395217035472
2025-11-26 09:45:00-05:00,2025-11-26,ENTRY,LONG,True,1.0,2.0,0.0,-286.3395217035472,99713.66047829646,288.2300109863281,288.510009765625,193.73210386804863,-92.60741783549855
2025-11-26 09:50:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-286.3395217035472,99713.66047829646,288.2300109863281,288.43499755859375,141.830903725524,-144.50861797802318
2025-11-26 09:55:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-286.3395217035472,99713.66047829646,288.2300109863281,287.3900146484375,-581.1963116041459,-867.5358333076931
2025-11-26 10:00:00-05:00,2025-11-26,EXIT,NEUTRAL,False,0.0,0.0,-684.9987118891952,-971.3382335927424,99028.66176640725,0.0,0.0,0.0,-971.3382335927424
2025-11-26 10:05:00-05:00,2025-11-26,ENTRY,LONG,True,1.0,2.0,0.0,-971.3382335927424,99028.66176640725,287.7900085449219,288.3599853515625,392.25851296849913,-579.0797206242432
2025-11-26 10:10:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-971.3382335927424,99028.66176640725,287.7900085449219,287.6700134277344,-82.58073957231561,-1053.918973165058
2025-11-26 10:15:00-05:00,2025-11-26,RESIZE,LONG,True,0.7,1.4,96.33719542680868,-875.0010381659338,99124.99896183406,287.92999267578125,287.77020263671875,-77.01477096074554,-952.0158091266793
2025-11-26 10:20:00-05:00,2025-11-26,HOLD,LONG,True,0.7,1.4,0.0,-875.0010381659338,99124.99896183406,287.92999267578125,287.7049865722656,-108.44727010954485,-983.4483082754787
2025-11-26 10:25:00-05:00,2025-11-26,EXIT,NEUTRAL,False,0.0,0.0,-134.9523536220092,-1009.953391787943,98990.04660821205,0.0,0.0,0.0,-1009.953391787943
2025-11-26 10:30:00-05:00,2025-11-26,ENTRY,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,289.0899963378906,556.2765118444396,-453.6768799435034
2025-11-26 10:35:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,289.69000244140625,968.3386209309261,-41.61477085701688
2025-11-26 10:40:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,289.3359069824219,725.1588919379703,-284.7944998499727
2025-11-26 10:45:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,289.260009765625,673.035476786244,-336.91791500169904
2025-11-26 10:50:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,289.9599914550781,1153.75713876258,143.80374697463708
2025-11-26 10:55:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,290.3900146484375,1449.0812412567402,439.1278494687972
2025-11-26 11:00:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.1400146484375,1964.153638027479,954.200246239536
2025-11-26 11:05:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.1700134277344,1984.7556955643295,974.8023037763865
2025-11-26 11:10:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,290.92999267578125,1819.9182769200481,809.9648851321051
2025-11-26 11:15:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.19000244140625,1998.4834144724039,988.5300226844608
2025-11-26 11:20:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.6700134277344,2328.137293411489,1318.1839016235458
2025-11-26 11:25:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.79998779296875,2417.3989038381887,1407.4455120502457
2025-11-26 11:30:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.8299865722656,2438.000961375039,1428.047569587096
2025-11-26 11:35:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.760009765625,2389.94346602204,1379.990074234097
2025-11-26 11:40:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.9153137207031,2496.60050651546,1486.647114727517
2025-11-26 11:45:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.2200012207031,2019.0854720092543,1009.1320802213113
2025-11-26 11:50:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.42999267578125,2163.2998747672073,1153.3464829792642
2025-11-26 11:55:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.4200134277344,2156.4464944879087,1146.4931026999657
2025-11-26 12:00:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.1199951171875,1950.4049607699267,940.4515689819837
2025-11-26 12:05:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,290.9599914550781,1840.5203344568986,830.5669426689556
2025-11-26 12:10:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.04998779296875,1902.3265070674497,892.3731152795067
2025-11-26 12:15:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,290.67999267578125,1648.2274779964682,638.2740862085252
2025-11-26 12:20:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.54998779296875,2245.7081049146086,1235.7547131266656
2025-11-26 12:25:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.510009765625,2218.2526670984603,1208.2992753105173
2025-11-26 12:30:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.8699951171875,2465.4773575406653,1455.5239657527222
2025-11-26 12:35:00-05:00,2025-11-26,HOLD,LONG,True,1.0,2.0,0.0,-1009.953391787943,98990.04660821205,288.2799987792969,291.83099365234375,2438.6925869078123,1428.7391951198692
