date,gap,signal,start_capital,day_pnl_dollars,day_pnl_pct,end_capital,vix,cumulative,peak,drawdown
2025-12-01,0.00012882994875032766,LONG,100000.0,-81.61383382011206,-0.0008161383382011206,99918.38616617989,17.239999771118164,0.9991838616617988,0.9991838616617988,0.0
2025-12-02,-0.00032163302167309777,LONG,99918.38616617989,903.6974900443292,0.009044356346401944,100822.08365622422,16.59000015258789,1.0082208365622423,1.0082208365622423,0.0
2025-12-03,-0.0003071272962537628,LONG,100822.08365622422,-684.3489520715904,-0.006787689038495113,100137.73470415262,16.079999923706055,1.0013773470415264,1.0082208365622423,-0.006787689038495103
2025-12-04,-0.00019395296260191197,LONG,100137.73470415262,270.5424884371479,0.0027017037007721397,100408.27719258977,15.779999732971191,1.0040827719258978,1.0082208365622423,-0.004104323662318014
2025-12-05,0.00017745199923420714,LONG,100408.27719258977,-467.90631727636276,-0.004660037303288127,99940.37087531341,15.40999984741211,0.9994037087531341,1.0082208365622423,-0.008745234664235019
2025-12-08,-1.3458416794783088e-05,LONG,99940.37087531341,-391.3992872204691,-0.003916328144397049,99548.97158809294,16.65999984741211,0.9954897158809295,1.0082208365622423,-0.012627313599987096
2025-12-09,-8.200420615673899e-05,LONG,99548.97158809294,1355.2869231397024,0.013614273472834231,100904.25851123265,16.93000030517578,1.0090425851123264,1.0090425851123264,0.0
2025-12-10,-0.00024476144929985277,LONG,100904.25851123265,2721.6090571080026,0.026972192227199543,103625.86756834065,15.770000457763672,1.0362586756834062,1.0362586756834062,0.0
2025-12-11,5.4633986437112864e-05,LONG,103625.86756834065,-2324.485992478146,-0.022431522620982268,101301.3815758625,14.850000381469727,1.0130138157586248,1.0362586756834062,-0.02243152262098224
2025-12-12,0.0,LONG,101301.3815758625,-1688.6573778353752,-0.01666963817833792,99612.72419802712,15.739999771118164,0.9961272419802711,1.0362586756834062,-0.03872723543343911
2025-12-15,-5.5802501741165846e-05,LONG,99612.72419802712,-375.43277246440385,-0.0037689238547281845,99237.29142556271,16.5,0.9923729142556271,1.0362586756834062,-0.04235019928671451
2025-12-16,0.00014175303678621114,LONG,99237.29142556271,-362.9773094462563,-0.0036576704606909125,98874.31411611645,16.479999542236328,0.9887431411611646,1.0362586756834062,-0.04585296667447002
2025-12-17,2.8490253683993923e-05,LONG,98874.31411611645,-350.3658846050094,-0.0035435480664224397,98523.94823151144,17.6200008392334,0.9852394823151145,1.0362586756834062,-0.0492340325494934
2025-12-18,-8.53839005224574e-05,LONG,98523.94823151144,-481.66365500248327,-0.004888797735456872,98042.28457650896,16.8700008392334,0.9804228457650896,1.0362586756834062,-0.05388213505811491
2025-12-19,0.00045091777635183526,LONG,98042.28457650896,795.3866431054605,0.008112689810739437,98837.67121961442,14.90999984741211,0.9883767121961443,1.0362586756834062,-0.04620657429544227
2025-12-22,-0.0023082112555194187,LONG,98837.67121961442,-33.05933920707241,-0.00033448116289198606,98804.61188040735,14.079999923706055,0.9880461188040736,1.0362586756834062,-0.04652560022963069
2025-12-23,-0.00020801378834254156,LONG,98804.61188040735,-131.60829254998262,-0.0013320055617371453,98673.00358785737,14.0,0.9867300358785737,1.0362586756834062,-0.04779563343309887
2025-12-24,0.0002200819164877714,LONG,98673.00358785737,-428.8595239998573,-0.004346270088130088,98244.14406385751,13.470000267028809,0.9824414406385751,1.0362586756834062,-0.051934170789295464
2025-12-26,-0.0003826480496336314,LONG,98244.14406385751,75.21464096358979,0.0007655890504242286,98319.3587048211,13.600000381469727,0.9831935870482109,1.0362586756834062,-0.05120834197137044
2025-12-29,2.7464560008929762e-05,LONG,98319.3587048211,449.17850769133105,0.004568566288556411,98768.53721251244,14.199999809265137,0.9876853721251242,1.0362586756834062,-0.04687372438763733
2025-12-30,0.0002601098594420798,LONG,98768.53721251244,-573.149821581534,-0.0058029595026636155,98195.3873909309,14.329999923706055,0.9819538739093089,1.0362586756834062,-0.052404677565940444
